device_name,manufacturer,network_type,scrb_type,scrb_type_name,plan_id,plan_name,plan_category,plan_monthly_fee,public_support_fee,additional_support_fee,total_support_fee,release_price,date,crawled_at
"홍미노트 14 프로 5G
256G",기타,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,125000,18700,143700,399300,2025.01.22,2025-06-08 22:58:09
"홍미노트 14 프로 5G
256G",기타,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,125000,18700,143700,399300,2025.01.22,2025-06-08 22:58:09
"갤럭시 S25+
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,547000,82000,629000,1496000,2025.05.25,2025-06-08 22:58:09
"iPhone 16 Plus
256G",애플,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,118000,17700,135700,1496000,2024.09.13,2025-06-08 22:58:09
"iPhone 16 Pro
256G",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,527000,79000,606000,1694000,2025.05.25,2025-06-08 22:58:09
"iPhone 16 Plus
128G",애플,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,118000,17700,135700,1342000,2024.09.13,2025-06-08 22:58:09
"iPhone 16 Pro Max
1T",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,527000,79000,606000,2497000,2025.05.25,2025-06-08 22:58:09
"iPhone 16 Plus
512G",애플,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,118000,17700,135700,1793000,2024.09.13,2025-06-08 22:58:10
"iPhone 16 Pro Max
256G",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,527000,79000,606000,1892000,2025.05.25,2025-06-08 22:58:10
"갤럭시 A25 5G
128G",삼성,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,110000,16500,126500,449900,2024.01.05,2025-06-08 22:58:10
"iPhone 16 Pro Max
512G",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,527000,79000,606000,2200000,2025.05.25,2025-06-08 22:58:10
"갤럭시 A35 5G
128G",삼성,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,110000,16500,126500,499400,2024.06.21,2025-06-08 22:58:10
"iPhone 16 Pro
512G",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,527000,79000,606000,1991000,2025.05.25,2025-06-08 22:58:10
"iPhone 16 Pro
1T",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,527000,79000,606000,2299000,2025.05.25,2025-06-08 22:58:10
"iPhone 16 Pro
128G",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,527000,79000,606000,1540000,2025.05.25,2025-06-08 22:58:10
"갤럭시 Z 플립5 5G
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,466000,69900,535900,1421200,2025.01.15,2025-06-08 22:58:10
"갤럭시 Z 플립5 5G
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,466000,69900,535900,1300200,2025.01.15,2025-06-08 22:58:10
"갤럭시 Z 플립6
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,442000,66300,508300,1485000,2024.10.25,2025-06-08 22:58:10
"갤럭시 Z 플립6
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,442000,66300,508300,1643400,2024.10.25,2025-06-08 22:58:10
"갤럭시 Z 플립6
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,442000,66300,508300,1643400,2024.10.25,2025-06-08 22:58:10
"갤럭시 Z 플립6
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,442000,66300,508300,1485000,2024.10.25,2025-06-08 22:58:10
"갤럭시 A35 5G
128G",삼성,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,110000,16500,126500,499400,2024.06.21,2025-06-08 22:58:12
"갤럭시 A25 5G
128G",삼성,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,110000,16500,126500,449900,2024.01.05,2025-06-08 22:58:12
"갤럭시 A25 5G
128G",삼성,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,110000,16500,126500,449900,2024.01.05,2025-06-08 22:58:12
"갤럭시 A35 5G
128G",삼성,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,110000,16500,126500,499400,2024.06.21,2025-06-08 22:58:13
"iPhone 13
256G",애플,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,74000,11100,85100,902000,2025.02.14,2025-06-08 22:58:14
"갤럭시 S23 5G
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,442000,66300,508300,1155000,2024.08.01,2025-06-08 22:58:14
"iPhone 13
512G",애플,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,74000,11100,85100,1166000,2025.02.14,2025-06-08 22:58:15
"갤럭시 S23 5G
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,442000,66300,508300,1276000,2024.08.01,2025-06-08 22:58:15
"iPhone 15 Plus
256G",애플,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,74000,11100,85100,1496000,2023.10.13,2025-06-08 22:58:15
"갤럭시 Z 플립6
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,442000,66300,508300,1485000,2024.10.25,2025-06-08 22:58:15
"iPhone 15 Plus
128G",애플,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,74000,11100,85100,1342000,2023.10.13,2025-06-08 22:58:15
"갤럭시 Z 플립6
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,442000,66300,508300,1643400,2024.10.25,2025-06-08 22:58:15
"iPhone 15 Plus
512G",애플,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,74000,11100,85100,1793000,2023.10.13,2025-06-08 22:58:15
"갤럭시 Z 플립6
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,442000,66300,508300,1643400,2024.10.25,2025-06-08 22:58:15
"iPhone 13
128G",애플,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,74000,11100,85100,759000,2025.02.14,2025-06-08 22:58:15
"갤럭시 Z 플립6
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,442000,66300,508300,1485000,2024.10.25,2025-06-08 22:58:16
"iPhone 16e
128G",애플,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,74000,11100,85100,990000,2025.02.21,2025-06-08 22:58:16
"갤럭시 Z 폴드6
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,2229700,2024.08.08,2025-06-08 22:58:16
"iPhone 16e
512G",애플,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,74000,11100,85100,1430000,2025.02.21,2025-06-08 22:58:16
"갤럭시 Z 폴드6
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,2388100,2024.08.08,2025-06-08 22:58:17
"iPhone 16e
256G",애플,5G,41,번호이동,NA00008268,베이직플러스 50GB업,#5G 베이직,66000,74000,11100,85100,1133000,2025.02.21,2025-06-08 22:58:17
"갤럭시 S23 울트라 5G
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,1599400,2023.09.15,2025-06-08 22:58:18
"갤럭시 S25
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,543000,81400,624400,1298000,2025.05.25,2025-06-08 22:58:18
"갤럭시 S24 5G
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,1298000,2024.09.06,2025-06-08 22:58:18
"갤럭시 S25
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,543000,81400,624400,1155000,2025.05.25,2025-06-08 22:58:18
"갤럭시 S24 울트라 5G
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,1698400,2024.05.03,2025-06-08 22:58:18
"갤럭시 S25+
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,543000,81400,624400,1353000,2025.05.25,2025-06-08 22:58:18
"갤럭시 Z 폴드6
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,2229700,2024.08.08,2025-06-08 22:58:18
"갤럭시 S25 울트라
1T",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,543000,81400,624400,2127400,2025.05.25,2025-06-08 22:58:18
"갤럭시 Z 폴드5 5G
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,2218700,2024.10.25,2025-06-08 22:58:18
"갤럭시 S25 울트라
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,543000,81400,624400,1698400,2025.05.25,2025-06-08 22:58:18
"갤럭시 S24 5G
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,1155000,2024.09.06,2025-06-08 22:58:18
"갤럭시 S25 울트라
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,543000,81400,624400,1841400,2025.05.25,2025-06-08 22:58:18
"갤럭시 S24+ 5G
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,1496000,2024.05.03,2025-06-08 22:58:18
"갤럭시 S25+
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,543000,81400,624400,1496000,2025.05.25,2025-06-08 22:58:19
"갤럭시 S23 울트라 5G
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,1720400,2023.09.01,2025-06-08 22:58:19
"iPhone 16 Pro
256G",애플,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,524000,78600,602600,1694000,2025.05.25,2025-06-08 22:58:19
"갤럭시 Z 폴드6
1T",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,2704900,2024.08.08,2025-06-08 22:58:19
"iPhone 16 Pro Max
1T",애플,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,524000,78600,602600,2497000,2025.05.25,2025-06-08 22:58:19
"갤럭시 S24 FE
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,946000,2024.11.01,2025-06-08 22:58:19
"iPhone 16 Pro Max
256G",애플,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,524000,78600,602600,1892000,2025.05.25,2025-06-08 22:58:19
"갤럭시 Z 폴드5 5G
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,2097700,2024.10.25,2025-06-08 22:58:19
"iPhone 16 Pro Max
512G",애플,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,524000,78600,602600,2200000,2025.05.25,2025-06-08 22:58:19
"갤럭시 S24 울트라 5G
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,1841400,2024.05.03,2025-06-08 22:58:19
"iPhone 16 Pro
512G",애플,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,524000,78600,602600,1991000,2025.05.25,2025-06-08 22:58:19
"iPhone 16 Pro
1T",애플,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,524000,78600,602600,2299000,2025.05.25,2025-06-08 22:58:19
"iPhone 16 Pro
128G",애플,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,524000,78600,602600,1540000,2025.05.25,2025-06-08 22:58:19
"갤럭시 Z 플립5 5G
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,463000,69400,532400,1421200,2025.01.15,2025-06-08 22:58:19
"갤럭시 Z 플립5 5G
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,463000,69400,532400,1300200,2025.01.15,2025-06-08 22:58:19
"갤럭시 Z 플립6
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,438000,65700,503700,1485000,2024.10.25,2025-06-08 22:58:19
"갤럭시 Z 플립6
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,438000,65700,503700,1643400,2024.10.25,2025-06-08 22:58:19
"갤럭시 Z 플립6
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,438000,65700,503700,1643400,2024.10.25,2025-06-08 22:58:19
"갤럭시 Z 플립6
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,438000,65700,503700,1485000,2024.10.25,2025-06-08 22:58:19
"갤럭시 Z 폴드6
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,2388100,2024.08.08,2025-06-08 22:58:21
"갤럭시 A24
128G",삼성,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,293400,44000,337400,396000,2024.03.19,2025-06-08 22:58:21
"갤럭시 S24 FE
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,946000,2024.11.01,2025-06-08 22:58:21
"갤럭시 S23 5G
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,438000,65700,503700,1155000,2024.08.01,2025-06-08 22:58:21
"홍미노트 13
256G",기타,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,249500,37400,286900,299200,2024.03.21,2025-06-08 22:58:22
"갤럭시 S24 FE
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,946000,2024.11.01,2025-06-08 22:58:22
"갤럭시 S23 5G
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,438000,65700,503700,1276000,2024.08.01,2025-06-08 22:58:22
"홍미노트 13
256G",기타,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,249500,37400,286900,299200,2024.03.21,2025-06-08 22:58:22
"갤럭시 S25 엣지
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,1496000,2025.06.05,2025-06-08 22:58:23
"갤럭시 Z 플립6
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,438000,65700,503700,1485000,2024.10.25,2025-06-08 22:58:23
"홍미노트 13
256G",기타,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,249500,37400,286900,299200,2024.03.21,2025-06-08 22:58:23
"갤럭시 S25 엣지
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,1639000,2025.06.05,2025-06-08 22:58:23
"갤럭시 A24
128G",삼성,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,293400,44000,337400,396000,2024.03.19,2025-06-08 22:58:23
"갤럭시 A15
128G",삼성,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:58:23
"갤럭시 Z 플립6
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,438000,65700,503700,1643400,2024.10.25,2025-06-08 22:58:23
"갤럭시 S23+ 5G
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,1474000,2023.09.01,2025-06-08 22:58:23
"갤럭시 Z 플립6
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,438000,65700,503700,1643400,2024.10.25,2025-06-08 22:58:24
"홍미노트 13
256G",기타,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,252500,37800,290300,299200,2024.03.21,2025-06-08 22:58:24
"갤럭시 A15
128G",삼성,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:58:24
"갤럭시 Z 폴드6
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,2229700,2024.08.08,2025-06-08 22:58:24
"갤럭시 Z 플립6
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,438000,65700,503700,1485000,2024.10.25,2025-06-08 22:58:24
"갤럭시 A15
128G",삼성,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:58:24
"홍미노트 13
256G",기타,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,252500,37800,290300,299200,2024.03.21,2025-06-08 22:58:24
"갤럭시 Z 폴드6
512G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,2388100,2024.08.08,2025-06-08 22:58:25
"갤럭시 Z 폴드6
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,2229700,2024.08.08,2025-06-08 22:58:25
"홍미노트 13
256G",기타,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,252500,37800,290300,299200,2024.03.21,2025-06-08 22:58:25
"갤럭시 S24 FE
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,946000,2024.11.01,2025-06-08 22:58:25
"ZEM폰 포켓몬에디션3
128G",기타,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,216000,32400,248400,326700,2024.12.27,2025-06-08 22:58:25
"갤럭시 Z 폴드6
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,2388100,2024.08.08,2025-06-08 22:58:25
"갤럭시 A15
128G",삼성,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:58:25
"ZEM폰 포켓몬에디션2
128G",기타,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,216000,32400,248400,319000,2024.01.06,2025-06-08 22:58:25
"갤럭시 S24+ 5G
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,1353000,2024.05.03,2025-06-08 22:58:25
"갤럭시 S23 울트라 5G
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,1599400,2023.09.15,2025-06-08 22:58:25
"홍미 14C (4GB RAM)
128G",기타,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,125000,18700,143700,149600,2024.10.18,2025-06-08 22:58:25
"갤럭시 A15
128G",삼성,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:58:25
"갤럭시 S23+ 5G
256G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,347000,52000,399000,1353000,2023.09.15,2025-06-08 22:58:25
"갤럭시 S24 5G
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,1298000,2024.09.06,2025-06-08 22:58:25
"갤럭시 A15
128G",삼성,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,226500,33900,260400,319000,2024.03.18,2025-06-08 22:58:25
"iPhone 15
128G",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,332000,49800,381800,1243000,2023.10.13,2025-06-08 22:58:25
"홍미 14C (4GB RAM)
128G",기타,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,125000,18700,143700,149600,2024.10.18,2025-06-08 22:58:25
"갤럭시 A16
128G",삼성,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,109000,16300,125300,319000,2024.11.29,2025-06-08 22:58:25
"갤럭시 S24 울트라 5G
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,1698400,2024.05.03,2025-06-08 22:58:26
"iPhone 15
256G",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,332000,49800,381800,1397000,2023.10.13,2025-06-08 22:58:26
"ZEM폰 포켓몬에디션3
128G",기타,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,217000,32500,249500,326700,2024.12.27,2025-06-08 22:58:26
"갤럭시 A16
128G",삼성,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,109000,16300,125300,319000,2024.11.29,2025-06-08 22:58:26
"갤럭시 Z 폴드6
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,2229700,2024.08.08,2025-06-08 22:58:26
"iPhone 15
512G",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,332000,49800,381800,1694000,2023.10.13,2025-06-08 22:58:26
"ZEM폰 포켓몬에디션2
128G",기타,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,217000,32500,249500,319000,2024.01.06,2025-06-08 22:58:26
"갤럭시 A16
128G",삼성,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,109000,16300,125300,319000,2024.11.29,2025-06-08 22:58:26
"갤럭시 Z 폴드5 5G
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,2218700,2024.10.25,2025-06-08 22:58:26
"iPhone 15 Pro
256G",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,327000,49000,376000,1694000,2024.01.05,2025-06-08 22:58:26
"홍미 14C (4GB RAM)
128G",기타,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,125000,18700,143700,149600,2024.10.18,2025-06-08 22:58:26
"홍미노트 12 프로 (8GB RAM)
256G",기타,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,85000,12700,97700,349800,2023.05.04,2025-06-08 22:58:26
"갤럭시 S24 5G
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,1155000,2024.09.06,2025-06-08 22:58:27
"iPhone 15 Pro
1T",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,327000,49000,376000,2299000,2024.01.05,2025-06-08 22:58:27
"홍미 14C (4GB RAM)
128G",기타,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,125000,18700,143700,149600,2024.10.18,2025-06-08 22:58:27
"홍미노트 12 프로 (6GB RAM)
128G",기타,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,85000,12700,97700,299200,2023.05.04,2025-06-08 22:58:27
"갤럭시 S24+ 5G
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,1496000,2024.05.03,2025-06-08 22:58:27
"iPhone 15 Pro Max
256G",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,327000,49000,376000,1892000,2024.01.05,2025-06-08 22:58:27
"갤럭시 A16
128G",삼성,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,110000,16500,126500,319000,2024.11.29,2025-06-08 22:58:27
"스타일 폴더2
32G",기타,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,77000,11500,88500,237600,2025.01.24,2025-06-08 22:58:27
"갤럭시 S23 울트라 5G
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,1720400,2023.09.01,2025-06-08 22:58:27
"갤럭시 퀀텀4
128G",삼성,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,327000,49000,376000,618200,2024.04.03,2025-06-08 22:58:27
"갤럭시 A16
128G",삼성,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,110000,16500,126500,319000,2024.11.29,2025-06-08 22:58:28
"스타일 폴더
32G",기타,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,77000,11500,88500,237600,2022.12.09,2025-06-08 22:58:28
"갤럭시 Z 폴드6
1T",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,2704900,2024.08.08,2025-06-08 22:58:28
"iPhone 15 Pro
128G",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,327000,49000,376000,1540000,2024.01.05,2025-06-08 22:58:28
"갤럭시 A16
128G",삼성,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,110000,16500,126500,319000,2024.11.29,2025-06-08 22:58:28
"스타일 폴더2
32G",기타,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,77000,11500,88500,237600,2025.01.24,2025-06-08 22:58:28
"갤럭시 S24 FE
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,946000,2024.11.01,2025-06-08 22:58:28
"iPhone 15 Pro
512G",애플,5G,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,327000,49000,376000,1991000,2024.01.05,2025-06-08 22:58:28
"홍미노트 12 프로 (8GB RAM)
256G",기타,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,85000,12700,97700,349800,2023.05.04,2025-06-08 22:58:28
"스타일 폴더
32G",기타,4G/LTE,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,77000,11500,88500,237600,2022.12.09,2025-06-08 22:58:28
"갤럭시 Z 폴드5 5G
256G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,2097700,2024.10.25,2025-06-08 22:58:28
"홍미노트 12 프로 (6GB RAM)
128G",기타,4G/LTE,41,번호이동,NA00008269,베이직플러스 30GB업,#5G 베이직,64000,85000,12700,97700,299200,2023.05.04,2025-06-08 22:58:28
"갤럭시 S24 울트라 5G
512G",삼성,5G,41,번호이동,NA00008270,베이직플러스 13GB업,#5G 베이직,62000,343000,51400,394400,1841400,2024.05.03,2025-06-08 22:58:28
